timestamp(min since Epoch),open price,max price,min price,close price,total volume
28788147,1.33239,1.332495,1.33239,1.332485,0.0
28788148,1.33249,1.33255,1.33243,1.332445,0.0
28788149,1.33278,1.33287,1.33277,1.33287,0.0
28788150,1.332885,1.332955,1.33284,1.332875,0.0
28788151,1.332855,1.332855,1.33282,1.33284,0.0
28788152,1.33282,1.33288,1.332785,1.33279,0.0
28788153,1.3326,1.3326,1.33257,1.33259,0.0
28788154,1.33258,1.33259,1.33247,1.33256,0.0
28788155,1.332525,1.33254,1.332485,1.332505,0.0
28788156,1.332505,1.332545,1.33245,1.33251,0.0
28788157,1.332675,1.332675,1.33264,1.332645,0.0
28788158,1.33264,1.332645,1.33247,1.33248,0.0
28788159,1.33248,1.33248,1.33248,1.33248,0.0
28788160,1.33247,1.332495,1.33243,1.33246,0.0
28788161,1.332455,1.33247,1.332435,1.332465,0.0
28788162,1.332265,1.332265,1.332165,1.332205,0.0
28788163,1.332205,1.3324,1.33217,1.33237,0.0
28788164,1.33225,1.332255,1.332225,1.332225,0.0
28788165,1.33223,1.332255,1.332125,1.332225,0.0
28788166,1.332335,1.332335,1.332205,1.332225,0.0
28788167,1.33216,1.332205,1.33213,1.332165,0.0
28788168,1.332265,1.33227,1.332145,1.332175,0.0
28788169,1.332195,1.33233,1.33217,1.332255,0.0
28788170,1.33238,1.332385,1.332125,1.332125,0.0
28788171,1.332155,1.332155,1.332065,1.332085,0.0
28788172,1.33236,1.332395,1.332335,1.33236,0.0
28788173,1.332375,1.332525,1.332355,1.33246,0.0
28788174,1.332475,1.332475,1.33234,1.332345,0.0
28788175,1.33235,1.33243,1.332345,1.332425,0.0
28788176,1.33236,1.33241,1.3323,1.33231,0.0
28788177,1.33231,1.332385,1.332175,1.332175,0.0
28788178,1.33209,1.33209,1.33198,1.33198,0.0
28788179,1.33199,1.33199,1.33196,1.33196,0.0
28788180,1.33189,1.332075,1.33189,1.33207,0.0
28788181,1.332065,1.3321,1.33205,1.33207,0.0
28788182,1.33207,1.33207,1.33207,1.33207,0.0
28788183,1.33207,1.33207,1.33207,1.33207,0.0
28788184,1.33207,1.33207,1.33207,1.33207,0.0
28788185,1.332125,1.33215,1.33208,1.33212,0.0
28788186,1.332115,1.332145,1.332065,1.332145,0.0
28788187,1.332185,1.332205,1.33214,1.332155,0.0
28788188,1.33214,1.332345,1.33213,1.33229,0.0
28788189,1.33224,1.332265,1.332165,1.332165,0.0
28788190,1.33218,1.332265,1.33218,1.33222,0.0
28788191,1.332145,1.33217,1.33207,1.332075,0.0
28788192,1.332075,1.332235,1.332065,1.33216,0.0
28788193,1.332185,1.3322,1.33212,1.33216,0.0
28788194,1.33212,1.332235,1.331995,1.331995,0.0
28788195,1.331965,1.332095,1.331965,1.33207,0.0
28788196,1.332065,1.33209,1.33197,1.33199,0.0
28788197,1.332135,1.332145,1.332035,1.332055,0.0
28788198,1.33205,1.33213,1.33205,1.33207,0.0
28788199,1.33203,1.332055,1.332025,1.33204,0.0
28788200,1.332045,1.332075,1.332025,1.332065,0.0
28788201,1.332055,1.332085,1.33204,1.33204,0.0
28788202,1.332035,1.332095,1.332035,1.33206,0.0
28788203,1.332065,1.332075,1.33202,1.33203,0.0
28788204,1.33203,1.33204,1.331955,1.331965,0.0
28788205,1.331955,1.331965,1.331935,1.33195,0.0
28788206,1.33196,1.331965,1.331845,1.331885,0.0
28788207,1.331865,1.331865,1.331835,1.331835,0.0
28788208,1.331835,1.331875,1.33183,1.331865,0.0
28788209,1.33173,1.3318,1.331725,1.33174,0.0
28788210,1.331735,1.33195,1.3317,1.33186,0.0
28788211,1.331855,1.331855,1.331855,1.331855,0.0
28788212,1.331855,1.33191,1.331845,1.33189,0.0
28788213,1.331725,1.33176,1.33168,1.331725,0.0
28788214,1.331735,1.33176,1.331655,1.331665,0.0
28788215,1.33167,1.331695,1.33165,1.33169,0.0
28788216,1.33168,1.33169,1.331555,1.33158,0.0
28788217,1.331645,1.331655,1.33155,1.33155,0.0
28788218,1.33155,1.33169,1.33152,1.33167,0.0
28788219,1.33137,1.33148,1.33137,1.331475,0.0
28788220,1.33147,1.331575,1.33147,1.331535,0.0
28788221,1.33156,1.33157,1.33156,1.33157,0.0
28788222,1.331575,1.331575,1.331445,1.33155,0.0
28788223,1.33155,1.33157,1.331545,1.33156,0.0
28788224,1.331545,1.33156,1.331495,1.331495,0.0
28788225,1.3315,1.33157,1.33149,1.33157,0.0
28788226,1.33157,1.33158,1.331515,1.331525,0.0
28788227,1.33154,1.331565,1.331515,1.33155,0.0
28788228,1.331535,1.33159,1.33153,1.331585,0.0
28788229,1.33163,1.331675,1.33163,1.331655,0.0
28788230,1.33169,1.33178,1.331685,1.331745,0.0
28788231,1.33186,1.33186,1.33182,1.33182,0.0
28788232,1.331835,1.33187,1.33175,1.331755,0.0
28788233,1.3317,1.3317,1.33169,1.33169,0.0
28788234,1.3317,1.331705,1.331585,1.331585,0.0
28788235,1.331585,1.331585,1.331585,1.331585,0.0
28788236,1.331515,1.331555,1.33143,1.331465,0.0
28788237,1.331465,1.331465,1.331465,1.331465,0.0
28788238,1.331505,1.331565,1.33146,1.33156,0.0
28788239,1.331565,1.331615,1.331525,1.331615,0.0
28788240,1.3316,1.331625,1.331595,1.331595,0.0
28788241,1.331595,1.33167,1.33159,1.3316,0.0
28788242,1.331425,1.331585,1.331415,1.331525,0.0
28788243,1.331555,1.331605,1.331525,1.331595,0.0
28788244,1.331455,1.3315,1.33143,1.33148,0.0
28788245,1.331485,1.33151,1.33133,1.33135,0.0
28788246,1.331335,1.331375,1.331285,1.331285,0.0
28788247,1.3313,1.33131,1.331255,1.33126,0.0
28788248,1.331345,1.3314,1.331345,1.331345,0.0
28788249,1.331375,1.33141,1.331335,1.3314,0.0
28788250,1.33143,1.331455,1.331415,1.33143,0.0
28788251,1.33142,1.331505,1.331385,1.331405,0.0
28788252,1.331445,1.331495,1.33143,1.331475,0.0
28788253,1.331435,1.331485,1.331395,1.33148,0.0
28788254,1.331515,1.331515,1.33149,1.331505,0.0
