timestamp(min since Epoch),open price,max price,min price,close price,total volume
28788147,63189.99,63206.43,63189.99,63206.43,0.39282
28788148,63208.5,63224.0,63206.5,63212.81,1.93419
28788149,63213.1,63219.99,63213.1,63219.99,0.31965
28788150,63220.0,63262.44,63219.99,63262.44,8.17365
28788151,63249.63,63260.0,63249.63,63250.0,2.49664
28788152,63250.01,63255.99,63236.0,63245.86,6.03858
28788153,63209.25,63209.26,63209.25,63209.26,0.13204
28788154,63209.26,63220.0,63200.0,63208.99,4.58174
28788155,63206.29,63206.3,63204.97,63204.97,0.52624
28788156,63204.97,63257.88,63204.96,63242.31,5.68476
28788157,63258.87,63258.87,63250.53,63250.53,0.75615
28788158,63250.53,63258.79,63222.0,63222.0,4.63603
28788159,63222.0,63222.0,63222.0,63222.0,0.0
28788160,63234.02,63238.0,63230.6,63237.99,2.2308
28788161,63238.0,63250.0,63235.02,63250.0,1.62727
28788162,63254.0,63254.0,63248.0,63254.0,1.99772
28788163,63254.0,63254.0,63250.6,63250.61,0.62609
28788164,63255.67,63255.69,63252.6,63253.0,1.49972
28788165,63252.61,63257.99,63244.0,63257.99,3.53514
28788166,63263.99,63268.0,63263.99,63268.0,2.08884
28788167,63268.0,63271.24,63267.99,63271.23,1.20341
28788168,63307.15,63307.88,63284.02,63288.49,4.67019
28788169,63288.49,63288.49,63274.48,63287.23,1.7738
28788170,63354.0,63358.14,63340.0,63340.0,1.64727
28788171,63340.01,63340.01,63320.0,63326.98,4.621
28788172,63372.01,63373.67,63372.0,63373.66,3.88872
28788173,63373.66,63373.67,63360.91,63367.02,14.82646
28788174,63358.01,63359.39,63350.99,63350.99,3.02687
28788175,63350.98,63350.98,63328.0,63329.28,7.79959
28788176,63310.3,63310.31,63304.01,63304.01,2.24109
28788177,63304.01,63307.3,63298.01,63305.48,1.88147
28788178,63320.0,63330.37,63319.99,63330.36,1.4031
28788179,63330.36,63353.06,63330.36,63342.01,3.34755
28788180,63376.35,63389.0,63376.35,63388.99,3.28469
28788181,63388.99,63398.98,63378.21,63390.0,12.93953
28788182,63390.0,63390.0,63390.0,63390.0,0.0
28788183,63390.0,63390.0,63390.0,63390.0,0.0
28788184,63390.0,63390.0,63390.0,63390.0,0.0
28788185,63395.5,63395.5,63383.01,63383.01,1.22521
28788186,63383.01,63414.0,63383.01,63414.0,2.97115
28788187,63428.33,63443.67,63428.32,63442.48,1.57356
28788188,63442.48,63465.38,63442.48,63465.37,6.46314
28788189,63439.9,63439.9,63431.51,63431.52,1.56717
28788190,63431.51,63442.0,63422.46,63441.99,4.74427
28788191,63396.43,63398.17,63396.43,63398.16,0.64344
28788192,63398.17,63420.0,63398.16,63405.03,4.18391
28788193,63357.44,63357.44,63350.51,63350.51,0.69753
28788194,63350.51,63352.09,63328.54,63347.51,4.76057
28788195,63369.99,63446.0,63364.05,63446.0,13.4905
28788196,63446.0,63446.0,63360.0,63360.01,5.94097
28788197,63378.89,63382.0,63374.46,63374.65,1.26905
28788198,63374.66,63374.66,63334.0,63335.11,3.84197
28788199,63260.0,63284.0,63259.99,63283.99,10.06
28788200,63283.99,63290.0,63254.0,63254.0,8.18039
28788201,63258.82,63258.82,63248.25,63248.26,0.96945
28788202,63248.25,63255.0,63220.1,63227.5,5.73295
28788203,63252.9,63267.5,63252.9,63267.5,1.43113
28788204,63272.0,63294.68,63267.5,63291.43,2.30797
28788205,63305.47,63305.48,63299.61,63299.61,0.44081
28788206,63299.62,63299.62,63268.0,63268.0,1.46418
28788207,63269.65,63269.65,63260.0,63260.01,0.66744
28788208,63260.0,63284.0,63257.01,63283.99,2.54133
28788209,63273.69,63293.15,63267.58,63267.59,2.88038
28788210,63267.58,63267.59,63238.44,63238.45,6.64294
28788211,63231.97,63236.34,63231.97,63236.34,0.43735
28788212,63235.43,63252.36,63235.43,63252.36,1.36821
28788213,63257.3,63291.96,63257.3,63282.0,4.1586
28788214,63282.01,63321.5,63278.85,63321.5,1.93405
