timestamp(min since Epoch),open price,max price,min price,close price,total volume
28788160,589.7,589.7,589.2,589.2,38.775
28788161,589.3,589.3,589.2,589.2,10.223
28788162,589.8,589.9,589.7,589.7,17.772
28788163,589.8,589.8,589.6,589.7,13.544
28788164,589.6,589.9,589.6,589.7,39.33
28788165,589.8,589.8,589.6,589.7,9.616
28788166,590.1,590.2,590.1,590.2,10.412
28788167,590.0,590.1,590.0,590.0,11.934
28788168,590.2,590.2,590.1,590.1,8.258
28788169,590.1,590.2,590.1,590.2,1.618
28788170,590.5,590.7,590.5,590.6,17.645
28788171,590.6,590.7,590.4,590.6,47.242
28788172,590.8,590.8,590.7,590.8,2.611
28788173,590.8,590.8,590.7,590.7,4.277
28788174,590.9,590.9,590.8,590.8,9.548
28788175,590.8,590.9,590.5,590.6,183.923
28788176,590.2,590.3,590.1,590.1,27.016
28788177,590.1,590.2,590.0,590.0,47.932
28788178,590.0,590.1,590.0,590.1,5.994
28788179,590.0,590.1,589.9,590.1,36.185
28788180,590.4,590.7,590.4,590.6,20.225
28788181,590.6,590.7,590.5,590.6,18.126
28788182,590.6,590.6,590.6,590.6,0.0
28788183,590.6,590.6,590.6,590.6,0.0
28788184,590.6,590.6,590.6,590.6,0.0
28788185,590.7,590.7,590.5,590.6,11.329
28788186,590.6,590.9,590.5,590.9,17.881
28788187,591.1,591.2,591.0,591.1,22.784
28788188,591.2,591.4,591.1,591.4,103.396
28788189,591.2,591.3,591.0,591.2,91.402
28788190,591.2,591.4,591.1,591.3,18.813
28788191,591.1,591.1,591.0,591.1,2.25
28788192,591.1,591.2,591.0,591.1,32.559
28788193,590.9,590.9,590.6,590.6,17.43
28788194,590.7,590.7,590.5,590.6,52.624
28788195,590.6,591.5,590.6,591.3,88.075
28788196,591.4,591.4,590.6,590.7,55.476
28788197,590.6,590.7,590.4,590.4,57.891
28788198,590.4,590.5,590.0,590.0,51.48
28788199,589.3,589.6,589.3,589.5,37.649
28788200,589.6,589.6,589.2,589.2,103.287
28788201,589.1,589.2,589.1,589.1,10.415
28788202,589.2,589.2,588.5,588.6,154.893
28788203,588.3,588.4,588.2,588.3,65.47
28788204,588.3,588.5,588.0,588.5,227.598
28788205,589.0,589.0,588.9,589.0,13.749
28788206,588.9,588.9,588.6,588.6,109.872
28788207,587.9,587.9,587.7,587.8,38.749
28788208,587.8,588.0,587.3,587.7,255.767
28788209,587.6,588.0,587.5,587.7,97.53
28788210,587.7,588.0,587.6,587.8,62.342
28788211,587.8,587.9,587.8,587.8,0.876
28788212,587.9,588.1,587.9,588.0,7.633
28788213,587.6,588.2,587.6,588.1,57.881
28788214,588.1,588.2,587.9,588.1,97.001
28788215,588.2,588.2,588.1,588.1,7.997
28788216,588.2,588.4,588.1,588.3,25.006
28788217,588.2,588.3,588.2,588.3,9.258
28788218,588.3,588.3,587.8,587.8,31.211
28788219,587.8,587.9,587.8,587.8,19.287
28788220,587.8,587.8,587.6,587.7,18.385
28788221,587.6,587.7,587.6,587.7,17.147
28788222,587.7,587.8,587.3,587.4,185.372
28788223,587.4,587.6,587.4,587.6,44.007
28788224,587.6,587.8,587.6,587.6,150.459
28788225,588.1,588.3,588.0,588.2,37.298
28788226,588.2,588.4,588.0,588.1,57.33
28788227,588.0,588.0,587.9,588.0,10.245
28788228,588.0,588.1,587.9,588.1,19.792
28788229,587.9,588.1,587.9,588.0,50.685
28788230,587.9,588.2,587.9,588.0,66.074
28788231,588.0,588.4,588.0,588.3,69.089
28788232,588.3,588.6,588.2,588.6,47.24
28788233,588.4,588.4,588.4,588.4,0.025
28788234,588.5,588.5,588.2,588.4,77.513
28788235,588.4,588.4,588.4,588.4,0.0
28788236,588.0,588.0,587.4,587.6,40.326
28788237,587.6,587.6,587.6,587.6,0.0
28788238,587.6,587.6,587.6,587.6,0.0
28788239,587.6,587.6,587.6,587.6,0.0
28788240,587.6,587.6,587.6,587.6,0.0
28788241,587.6,587.6,587.6,587.6,0.0
28788242,587.6,587.6,587.6,587.6,0.0
28788243,587.6,587.6,587.6,587.6,0.0
28788244,587.6,587.6,587.6,587.6,0.0
28788245,587.6,587.6,587.6,587.6,0.0
28788246,587.6,587.6,587.6,587.6,0.0
28788247,587.6,587.6,587.6,587.6,0.0
28788248,587.6,587.6,587.6,587.6,0.0
28788249,587.6,587.6,587.6,587.6,0.0
28788250,587.6,587.6,587.6,587.6,0.0
28788251,587.6,587.6,587.6,587.6,0.0
28788252,587.6,587.6,587.6,587.6,0.0
28788253,587.6,587.6,587.6,587.6,0.0
28788254,587.6,587.6,587.6,587.6,0.0
28788255,587.6,587.6,587.6,587.6,0.0
28788256,587.6,587.6,587.6,587.6,0.0
28788257,587.6,587.6,587.6,587.6,0.0
28788258,587.6,587.6,587.6,587.6,0.0
28788259,587.6,587.6,587.6,587.6,0.0
28788260,587.6,587.6,587.6,587.6,0.0
28788261,587.6,587.6,587.6,587.6,0.0
28788262,587.6,587.6,587.6,587.6,0.0
28788263,587.6,587.6,587.6,587.6,0.0
28788264,587.6,587.6,587.6,587.6,0.0
28788265,587.6,587.6,587.6,587.6,0.0
28788266,587.6,587.6,587.6,587.6,0.0
28788267,587.6,587.6,587.6,587.6,0.0
28788268,587.6,587.6,587.6,587.6,0.0
28788269,587.6,587.6,587.6,587.6,0.0
28788270,587.6,587.6,587.6,587.6,0.0
28788271,587.6,587.6,587.6,587.6,0.0
28788272,587.6,587.6,587.6,587.6,0.0
28788273,587.6,587.6,587.6,587.6,0.0
28788274,587.6,587.6,587.6,587.6,0.0
28788275,587.6,587.6,587.6,587.6,0.0
28788276,587.6,587.6,587.6,587.6,0.0
28788277,587.6,587.6,587.6,587.6,0.0
28788278,587.6,587.6,587.6,587.6,0.0
28788279,587.6,587.6,587.6,587.6,0.0
28788280,587.6,587.6,587.6,587.6,0.0
28788281,587.6,587.6,587.6,587.6,0.0
28788282,587.6,587.6,587.6,587.6,0.0
28788283,587.6,587.6,587.6,587.6,0.0
28788284,587.6,587.6,587.6,587.6,0.0
28788285,587.6,587.6,587.6,587.6,0.0
28788286,587.6,587.6,587.6,587.6,0.0
28788287,587.6,587.6,587.6,587.6,0.0
28788288,587.6,587.6,587.6,587.6,0.0
28788289,587.6,587.6,587.6,587.6,0.0
28788290,587.6,587.6,587.6,587.6,0.0
28788291,587.6,587.6,587.6,587.6,0.0
28788292,587.6,587.6,587.6,587.6,0.0
28788293,587.6,587.6,587.6,587.6,0.0
28788294,587.6,587.6,587.6,587.6,0.0
28788295,587.6,587.6,587.6,587.6,0.0
28788296,587.6,587.6,587.6,587.6,0.0
28788297,587.6,587.6,587.6,587.6,0.0
28788298,587.6,587.6,587.6,587.6,0.0
28788299,587.6,587.6,587.6,587.6,0.0
28788300,587.6,587.6,587.6,587.6,0.0
28788301,587.6,587.6,587.6,587.6,0.0
28788302,587.6,587.6,587.6,587.6,0.0
28788303,587.6,587.6,587.6,587.6,0.0
28788304,587.6,587.6,587.6,587.6,0.0
28788305,587.6,587.6,587.6,587.6,0.0
28788306,587.6,587.6,587.6,587.6,0.0
28788307,587.6,587.6,587.6,587.6,0.0
28788308,587.6,587.6,587.6,587.6,0.0
28788309,587.6,587.6,587.6,587.6,0.0
28788310,587.6,587.6,587.6,587.6,0.0
28788311,587.6,587.6,587.6,587.6,0.0
28788312,587.6,587.6,587.6,587.6,0.0
28788313,587.6,587.6,587.6,587.6,0.0
28788314,587.6,587.6,587.6,587.6,0.0
28788315,587.6,587.6,587.6,587.6,0.0
28788316,587.6,587.6,587.6,587.6,0.0
28788317,587.6,587.6,587.6,587.6,0.0
28788318,587.6,587.6,587.6,587.6,0.0
28788319,587.6,587.6,587.6,587.6,0.0
28788320,587.6,587.6,587.6,587.6,0.0
28788321,587.6,587.6,587.6,587.6,0.0
28788322,587.6,587.6,587.6,587.6,0.0
28788323,587.6,587.6,587.6,587.6,0.0
28788324,587.6,587.6,587.6,587.6,0.0
28788325,587.6,587.6,587.6,587.6,0.0
28788326,587.6,587.6,587.6,587.6,0.0
28788327,587.6,587.6,587.6,587.6,0.0
