timestamp(ms since Epoch),last price,volume
1727288868686,574.128,1.0
1727288868686,574.128,1.0
1727288869841,574.215,25.0
1727288869841,574.215,25.0
1727288870430,574.215,2.0
1727288870430,574.215,2.0
1727288870634,574.215,300.0
1727288870634,574.215,300.0
1727288870741,574.25,1.0
1727288870742,574.215,4.0
1727288870742,574.26,4.0
1727288870741,574.25,1.0
1727288870742,574.215,4.0
1727288870742,574.26,4.0
1727288870925,574.215,1.0
1727288870925,574.215,1.0
1727288871021,574.1612,1.0
1727288871021,574.1612,1.0
1727288871576,574.255,3.0
1727288871576,574.255,3.0
1727288871825,574.255,1.0
1727288871825,574.255,1.0
1727288872025,574.27,1.0
1727288872025,574.27,1.0
1727288872058,574.4023,1.0
1727288872058,574.4023,1.0
1727288872139,574.16,1.0
1727288872139,574.16,1.0
1727288872297,574.2681,18.0
1727288872307,574.2175,4.0
1727288872297,574.2681,18.0
1727288872307,574.2175,4.0
1727288872572,574.259,1.0
1727288872572,574.259,1.0
1727288873151,574.45,25.0
1727288872748,574.215,6.0
1727288872748,574.215,6.0
1727288873345,574.355,1.0
1727288873345,574.355,25.0
1727288873345,574.355,4.0
1727288873345,574.355,20.0
1727288873026,574.22,25.0
1727288873026,574.2,10.0
1727288873026,574.2,6.0
1727288873026,574.2,25.0
1727288873026,574.19,10.0
1727288873026,574.19,2.0
1727288873026,574.27,6.0
1727288873026,574.245,25.0
1727288873026,574.25,99.0
1727288873026,574.26,1.0
1727288873026,574.245,25.0
1727288873026,574.27,16.0
1727288873026,574.27,100.0
1727288873026,574.27,8.0
1727288873026,574.28,5.0
1727288873026,574.28,1.0
1727288873026,574.28,2.0
1727288873026,574.28,15.0
1727288873026,574.28,1.0
1727288873026,574.28,1.0
1727288873026,574.28,200.0
1727288873026,574.28,51.0
1727288873026,574.29,10.0
1727288873026,574.29,100.0
1727288873026,574.33,1.0
1727288873026,574.33,11.0
1727288873026,574.33,189.0
1727288873026,574.27,5.0
1727288873027,574.275,50.0
1727288873027,574.2574,20.0
1727288873026,574.22,25.0
1727288873026,574.2,10.0
1727288873026,574.2,6.0
1727288873026,574.2,25.0
1727288873026,574.19,10.0
1727288873026,574.19,2.0
1727288873026,574.27,6.0
1727288873026,574.245,25.0
1727288873026,574.25,99.0
1727288873026,574.26,1.0
1727288873026,574.245,25.0
1727288873026,574.27,16.0
1727288873026,574.27,100.0
1727288873026,574.27,8.0
1727288873026,574.28,5.0
1727288873026,574.28,1.0
1727288873026,574.28,2.0
1727288873026,574.28,15.0
1727288873026,574.28,1.0
1727288873026,574.28,1.0
1727288873026,574.28,200.0
1727288873026,574.28,51.0
1727288873026,574.29,10.0
1727288873026,574.29,100.0
1727288873026,574.33,1.0
1727288873026,574.33,11.0
1727288873026,574.33,189.0
1727288873026,574.27,5.0
1727288873027,574.275,50.0
1727288873027,574.2574,20.0
1727288873058,574.32,1.0
1727288873058,574.32,99.0
1727288873058,574.33,1.0
1727288873058,574.36,89.0
1727288873058,574.36,58.0
1727288873058,574.36,42.0
1727288873058,574.36,57.0
1727288873058,574.36,148.0
1727288873058,574.35,47.0
1727288873058,574.36,99.0
1727288873058,574.36,1.0
1727288873058,574.36,24.0
1727288873058,574.36,25.0
1727288873058,574.36,87.0
1727288873058,574.36,13.0
1727288873058,574.36,86.0
1727288873058,574.36,99.0
1727288873058,574.36,29.0
1727288873345,574.355,1.0
1727288873058,574.33,19.0
1727288873059,574.33,7.0
1727288873059,574.36,300.0
1727288873059,574.35,25.0
1727288873059,574.35,15.0
1727288873058,574.32,1.0
1727288873058,574.32,99.0
1727288873058,574.33,1.0
1727288873345,574.355,25.0
1727288873058,574.36,89.0
1727288873345,574.355,4.0
1727288873058,574.36,58.0
1727288873345,574.355,20.0
1727288873058,574.36,42.0
1727288873058,574.36,57.0
1727288873058,574.36,148.0
1727288873058,574.35,47.0
1727288873058,574.36,99.0
1727288873058,574.36,1.0
1727288873058,574.36,24.0
1727288873058,574.36,25.0
1727288873058,574.36,87.0
1727288873058,574.36,13.0
1727288873058,574.36,86.0
1727288873058,574.36,99.0
1727288873058,574.36,29.0
1727288873058,574.33,19.0
1727288873059,574.33,7.0
1727288873059,574.36,300.0
1727288873059,574.35,25.0
1727288873059,574.35,15.0
1727288873091,574.25,125.0
1727288873091,574.25,125.0
1727288873101,574.35,36.0
1727288873101,574.35,42.0
1727288873101,574.37,29.0
1727288873101,574.37,7.0
1727288873101,574.39,22.0
1727288873101,574.38,3.0
1727288873101,574.39,57.0
1727288873101,574.4,1.0
1727288873101,574.4,2.0
1727288873101,574.39,57.0
1727288873101,574.36,100.0
1727288873102,574.39,78.0
1727288873102,574.39,58.0
1727288873102,574.39,42.0
1727288873102,574.42,55.0
1727288873102,574.38,2.0
1727288873102,574.38,10.0
1727288873103,574.38,1.0
1727288873103,574.38,78.0
1727288873103,574.38,1.0
1727288873103,574.38,8.0
1727288873103,574.41,1.0
1727288873103,574.42,1.0
1727288873103,574.45,18.0
1727288873103,574.42,1.0
1727288873103,574.42,1.0
1727288873103,574.42,1.0
1727288873101,574.35,36.0
1727288873105,574.4,2.0
1727288873107,574.42,4.0
1727288873101,574.35,42.0
1727288873101,574.37,29.0
1727288873101,574.37,7.0
1727288873101,574.39,22.0
1727288873101,574.38,3.0
1727288873101,574.39,57.0
1727288873101,574.4,1.0
1727288873101,574.4,2.0
1727288873101,574.39,57.0
1727288873101,574.36,100.0
1727288873102,574.39,78.0
1727288873102,574.39,58.0
1727288873102,574.39,42.0
1727288873102,574.42,55.0
1727288873102,574.38,2.0
1727288873102,574.38,10.0
1727288873103,574.38,1.0
1727288873103,574.38,78.0
1727288873103,574.38,1.0
1727288873103,574.38,8.0
1727288873103,574.41,1.0
1727288873103,574.42,1.0
1727288873103,574.45,18.0
1727288873103,574.42,1.0
1727288873103,574.42,1.0
1727288873103,574.42,1.0
1727288873151,574.45,25.0
1727288873105,574.4,2.0
1727288873107,574.42,4.0
1727288873511,574.4037,25.0
1727288873511,574.4037,25.0
1727288873574,574.2512,1.0
1727288873574,574.2512,1.0
1727288873625,574.16,15.0
1727288873625,574.16,15.0
1727288873864,574.29,1.0
1727288874346,574.355,25.0
1727288874346,574.355,25.0
1727288873864,574.29,1.0
1727288874803,574.352,1.0
1727288874803,574.352,1.0
1727288875377,574.45,14.0
1727288875377,574.35,1.0
1727288875377,574.35,49.0
1727288875377,574.35,4.0
1727288875377,574.45,14.0
1727288875377,574.35,1.0
1727288875377,574.35,49.0
1727288875377,574.35,4.0
1727288874998,574.44,25.0
1727288875002,574.45,25.0
1727288875002,574.45,25.0
1727288875002,574.45,18.0
1727288875004,574.45,100.0
1727288875005,574.365,25.0
1727288874998,574.44,25.0
1727288875004,574.45,44.0
1727288875009,574.45,100.0
1727288875002,574.45,25.0
1727288875002,574.45,25.0
1727288875014,574.46,100.0
1727288875014,574.46,258.0
1727288875002,574.45,18.0
1727288875004,574.45,100.0
1727288875004,574.45,44.0
1727288875005,574.365,25.0
1727288875009,574.45,100.0
1727288875014,574.46,100.0
1727288875014,574.46,258.0
1727288875614,574.4588,1.0
1727288875614,574.4588,1.0
1727288875628,574.3756,35.0
1727288875628,574.3756,35.0
1727288876031,574.46,10.0
1727288876031,574.46,10.0
1727288876449,574.365,100.0
1727288876449,574.365,100.0
1727288876466,574.43,25.0
1727288876466,574.45,25.0
1727288876466,574.46,25.0
1727288876467,574.46,25.0
1727288876466,574.43,25.0
1727288876466,574.45,25.0
1727288876466,574.46,25.0
1727288876467,574.46,25.0
1727288876617,574.46,75.0
1727288876617,574.46,75.0
1727288876629,574.46,1.0
1727288876629,574.46,1.0
1727288876629,574.46,30.0
1727288876629,574.46,1.0
1727288876629,574.46,1.0
1727288876629,574.46,30.0
1727288876644,574.46,1.0
1727288876644,574.46,74.0
1727288876644,574.46,1.0
1727288876644,574.46,74.0
1727288876765,574.46,100.0
1727288876766,574.46,100.0
1727288876765,574.46,100.0
1727288876766,574.46,100.0
1727288877021,574.346,25.0
1727288877021,574.346,25.0
1727288877077,574.45,2.0
1727288877077,574.46,1.0
1727288877077,574.46,7.0
1727288877077,574.46,43.0
1727288877077,574.46,8.0
1727288877077,574.46,8.0
1727288877077,574.46,10.0
1727288877077,574.46,31.0
1727288877077,574.47,77.0
1727288877077,574.46,3.0
1727288877077,574.46,100.0
1727288877077,574.46,20.0
1727288877077,574.46,3.0
1727288877077,574.47,23.0
1727288877077,574.47,8.0
1727288877077,574.47,9.0
1727288877077,574.46,123.0
1727288877077,574.46,46.0
1727288877077,574.47,3.0
1727288877077,574.46,1.0
1727288877078,574.47,4.0
1727288877078,574.46,10.0
1727288877078,574.46,1.0
1727288877078,574.47,16.0
1727288877078,574.47,8.0
1727288877078,574.47,1.0
1727288877078,574.46,1.0
1727288877078,574.46,6.0
1727288877078,574.46,10.0
1727288877078,574.46,1.0
1727288877078,574.46,77.0
1727288877078,574.48,2.0
1727288877078,574.48,1.0
1727288877078,574.49,4.0
1727288877079,574.49,1.0
1727288877077,574.45,2.0
1727288877080,574.46,7.0
1727288877077,574.46,1.0
1727288877077,574.46,7.0
1727288877077,574.46,43.0
1727288877077,574.46,8.0
1727288877077,574.46,8.0
1727288877077,574.46,10.0
1727288877077,574.46,31.0
1727288877077,574.47,77.0
1727288877077,574.46,3.0
1727288877077,574.46,100.0
1727288877077,574.46,20.0
1727288877077,574.46,3.0
1727288877077,574.47,23.0
1727288877077,574.47,8.0
1727288877077,574.47,9.0
1727288877077,574.46,123.0
1727288877077,574.46,46.0
1727288877077,574.47,3.0
1727288877077,574.46,1.0
1727288877078,574.47,4.0
1727288877078,574.46,10.0
1727288877078,574.46,1.0
1727288877078,574.47,16.0
1727288877078,574.47,8.0
1727288877078,574.47,1.0
1727288877078,574.46,1.0
1727288877078,574.46,6.0
1727288877078,574.46,10.0
1727288877078,574.46,1.0
1727288877078,574.46,77.0
1727288877078,574.48,2.0
1727288877078,574.48,1.0
1727288877078,574.49,4.0
1727288877079,574.49,1.0
1727288877080,574.46,7.0
1727288877199,574.27,14.0
1727288877199,574.27,14.0
1727288877396,574.385,10.0
1727288877396,574.385,10.0
1727288877704,574.4034,1.0
1727288877704,574.4034,1.0
1727288877719,574.4262,100.0
1727288877719,574.4262,100.0
1727288877951,574.3259,200.0
1727288877951,574.3259,200.0
1727288878534,574.4,3.0
1727288878534,574.4,3.0
1727288878803,574.49,38.0
1727288878808,574.49,6.0
1727288878803,574.49,38.0
1727288878808,574.49,6.0
1727288879009,574.4,1.0
1727288879009,574.4,1.0
1727288879072,574.49,1.0
1727288879072,574.49,1.0
1727288880068,574.3896,14.0
1727288880068,574.3896,14.0
1727288880133,574.45,1.0
1727288880133,574.46,10.0
1727288880133,574.46,25.0
1727288880133,574.45,1.0
1727288880133,574.46,10.0
1727288880133,574.46,25.0
1727288880211,574.4688,1.0
1727288880211,574.4688,1.0
1727288880327,574.46,1.0
1727288880327,574.46,11.0
